Claim,Source Name,Source URL,Verdict,Review Publication Date,Image URL,Tags
TSE reduziu urnas no Exterior e aumentou nos presídios,Aos Fatos,https://www.aosfatos.org/noticias/tse-urnas-exterior-presidios/,falso,2022-10-01 07:00:00,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcRhKYr820zo0v1DCxB7cVOt6yuB0EPWGA3BWhkD9HgN4yRzS5oM,"['Urna eleitoral', 'Tribunal Superior Eleitoral']"
Supercomputador do TSE não é físico e tribunal não controla equipamento,Aos Fatos,https://www.aosfatos.org/noticias/e-falso-que-tse-nao-controle-supercomputador-responsavel-por-somar-votos/,falso,2020-11-28 08:00:00,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcReTLroj451hZAx6Y1UhyEbAXwIEo_5SqUxwJ35W84M8M1PVO-l,"['Tribunal Superior Eleitoral', 'Supercomputador', 'Tribunal']"
TSE entregou códigos de segurança das urnas eletrônicas para a Venezuela e negou acesso para auditores brasileiros,Aos Fatos,https://www.aosfatos.org/noticias/tse-nao-entregou-codigos-de-seguranca-das-urnas-venezuelanos-licitacao-citada-sequer-ocorreu/,distorcido,2018-09-18 07:00:00,,"['Tribunal Superior Eleitoral', 'Urna eletrônica', 'Venezuela', 'Auditoria', 'Brasil']"
TSE entregou código-fonte das urnas eletrônicas à Smartmatic,Aos Fatos,https://www.aosfatos.org/noticias/e-falso-que-tse-entregou-codigo-fonte-das-urnas-eletronicas-smartmatic/,falso,2021-08-12 07:00:00,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcT4VLOd91Ncw8hA5apsK_bVqbzNr9rxzpLumuGRpv7OUIDAdjv7,"['Urna eletrônica', 'Tribunal Superior Eleitoral', 'Smartmatic', 'Código-fonte']"
TSE destruiu 200 mil urnas para apagar rastros de fraude e enterrar chances de autoria nas eleições,Estadão,https://www.estadao.com.br/estadao-verifica/tse-detona-200-mil-urnas-para-apagar-rastro-fraude-enganoso/,Enganoso,2025-03-12 07:00:00,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcRL6dWo2X-Lk0houLLDXWQAvWSkSJUODpxb6ihgLnhRyjx2zC6j,"['Urna eleitoral', 'Tribunal Superior Eleitoral', 'Eleição', 'Fraude']"
"Barroso pagou R$ 9 milhões a partidos para derrubar a PEC do Voto Impresso, comprou microchips de Taiwan com milhões de votos para Lula e destruiu cerca de 200 mil urnas que escondiam provas da fraude eleitoral de 2022",Aos Fatos,https://www.aosfatos.org/noticias/video-mentiras-atuacao-barroso-tse-alegar-fraude-em-2022/,falso,2025-08-11 07:00:00,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS_cIH6r_9H_m8HTmsB6XuCIlxl1U9qbR9SmXV9G4YICdFB88hS,"['Luís Roberto Barroso', 'Fraude', 'Fraude eleitoral', 'Votação', 'Eleição', 'Urna eleitoral', 'Luiz Inácio Lula da Silva', 'Comprovante de votação verificado pelo eleitor', 'Partido político']"
"Quatro vídeos que circulam nas redes sociais mostram eleitores tentando acessar os dados da votação de suas respectivas seções eleitorais no site do TSE. No entanto, o número de nenhuma das seções aparece na plataforma. Os casos são de dois eleitores que votaram no exterior (em Toronto, no Canadá, e em Miami, nos Estados Unidos) e dois que votaram no Brasil (em Colíder, em Mato Grosso, e Passos, em Minas Gerais). Nos vídeos, os cidadãos alegam que os votos não foram computados e que, portanto, teria havido fraude no pleito.",Folha - UOL,https://www1.folha.uol.com.br/poder/2022/11/secoes-eleitorais-que-nao-aparecem-em-site-do-tse-foram-agregadas-a-outras.shtml,Enganoso,2022-11-16 08:00:00,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcQXryy4ngOJvR4RuMn5AJzuMg2ZHsp-ufjcld_Y-CttIb2FxvET,"['Eleição', 'Tribunal Superior Eleitoral', 'Votação', 'Brasil', 'Mato Grosso', 'Estados Unidos', 'Passos']"
Luís Roberto Barroso e EUA agiram para comprar chips fraudulentos de Taiwan para roubar votos para Lula em 2022,Estadão,https://www.estadao.com.br/estadao-verifica/barroso-comprou-chips-adulterados-taiwan-roubar-votos-lula-falso/,Enganoso,2025-08-14 07:00:00,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcTsQZK51XiX5p6nheDlDgjzfdadpgc1bwRJwmXKSrYEIUc3PTY5,"['Luís Roberto Barroso', 'Taiwan', 'Votação', 'Luiz Inácio Lula da Silva', 'Circuito integrado', '2022', 'Estados Unidos']"
Modelos anteriores à UE2020 apresentam código incorreto que inviabilizam conferência dos boletins das urnas,Aos Fatos,https://www.aosfatos.org/noticias/relatorio-pl-tse-bolsonaro-segundo-turno/,falso,2022-11-22 08:00:00,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcQ5QL53Qc9P8QiWYHAhWWH87N8lqrW9jswLueTr355FUX5ejD7m,['Urna eleitoral']
"Logs apresentaram nomes de eleitores, o que violou sigilo do voto",Aos Fatos,https://www.aosfatos.org/noticias/relatorio-pl-tse-bolsonaro-segundo-turno/,falso,2022-11-22 08:00:00,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcQ5QL53Qc9P8QiWYHAhWWH87N8lqrW9jswLueTr355FUX5ejD7m,"['Eleição', 'Votação', 'Nome']"
Demonstração mostra fraudes em urnas,AFP Checamos,https://checamos.afp.com/doc.afp.com.36KD4EP,Enganoso,2024-10-18 07:00:00,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcSVVBT54oF_QXGaqPD9Hx764uGn9qACIoLb2GFasDpn-kQfuir_,"['Urna eleitoral', 'Fraude']"
Conexão com a internet permite fraude no flash card das urnas eletrônicas,Aos Fatos,https://www.aosfatos.org/noticias/carregamento-cartao-memoria-urna-eletronica-nao-favorece-acao-hackers/,distorcido,2022-03-29 07:00:00,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcQt3dE9RRXwb-camGYPDrEoU4HublfPbf7vjkZEnqQwFQecHTkE,"['Urna eletrônica', 'Eletrônica', 'Internet', 'Fraude']"
Urnas eletrônicas estão sendo modificadas no Sindicato dos Metalúrgicos de São Bernardo do Campo,Aos Fatos,https://www.aosfatos.org/noticias/urnas-eletronicas-sindicato-dos-metalurgicos-do-abc/,falso,2022-09-29 07:00:00,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcTIgvp78C3yGGuTHiBjhi5Pa05GbpUumWMjipB3QVIk9CQ50pcC,"['Urna eleitoral', 'Sindicato dos Metalúrgicos do ABC', 'Urna eletrônica', 'Sindicato', 'São Bernardo do Campo']"
TRE escolhe urnas que passarão por auditoria,Estadão,https://www.estadao.com.br/estadao-verifica/urnas-escolhidas-para-teste-enganoso/,Enganoso,2024-10-27 07:00:00,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcTH0hMp-ksnPfiUgKMpiTOi5vu_c3bpW1AIj4SjRrm6JUIWNo5S,"['Urna eleitoral', 'Tribunal Regional Eleitoral', 'Auditoria']"
"O TSE respondeu ao Ministério da Defesa dizendo que não existe sala secreta de apuração. Mas, não é o que diz esta reportagem do Jornal Nacional de 2014. Ela mostra os detalhes dessa sala, onde 'um seleto grupo de 23 pessoas testemunhou o que a população brasileira inteira queria ver'",UOL Notícias,https://noticias.uol.com.br/confere/ultimas-noticias/2022/05/11/votos-nao-sao-apurados-em-sala-secreta-do-tse-boletins-permitem-contagem.htm,Falso,2022-05-11 07:00:00,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcRU6URP4cSaoEuJyc3hnhYQ04f-286Zctp1HEbWiTt0D4J8fDNY,"['Tribunal Superior Eleitoral', 'Brasil', 'Jornal Nacional', 'Reportagem', 'Ministério da Defesa', '2014']"
A adoção do voto auditável é absolutamente necessária para garantir a democracia no Brasil,AFP Checamos,https://checamos.afp.com/urnas-eletronicas-ja-permitem-recontagem-de-votos-no-brasil-ao-contrario-do-sugerido-nas-redes,Sem contexto,2021-04-29 07:00:00,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT7SlfVTm2o9kch2-SuCqy1kwbGfAcmQN3FkjLMrCcB9ANkayZ0,"['Votação', 'Brasil', 'Democracia', 'Adoção', 'Pará']"
O sistema de votos do TCE é invadido por rapaz de 19 anos,Projeto Comprova,https://projetocomprova.com.br/publica%C3%A7%C3%B5es/e-falso-que-hacker-tenha-atacado-sistema-de-votos-do-tse/,"FALSO: Os dados vazados eram da área de Recursos Humanos e os hackers não chegaram a invadir o sistema de apuração dos votos ou as urnas eletrônicas. Além disso, a urna não é conectada à internet. O sistema operacional instalado nela impede a conexão com qualquer rede ou acesso remoto",2020-11-29 08:00:00,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcRyrtL1Xi5pvWld1-isxTrkG0wt2AcIYksNrLUGn5Ilir3cPAEv,"['Votação', 'Sistema']"
Urnas eletrônicas não são certificadas pelo Inmetro,Aos Fatos,https://www.aosfatos.org/noticias/urna-eletronica-tse-certificada-inmetro/,falso,2022-02-11 08:00:00,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQfT5SzH8-VVGN6pb0u6g_DpTFyYsulqk73cciCwCGY7WZFzlNe,"['Urna eletrônica', 'Instituto Nacional de Metrologia, Qualidade e Tecnologia', 'Inmetro']"
Queixas sobre urnas devem ser reportadas pelo aplicativo Pardal,Aos Fatos,https://www.aosfatos.org/noticias/queixas-sobre-urnas-nao-serao-feitas-pelo-app-pardal-do-tse-em-2022/,não_é_bem_assim,2022-10-01 07:00:00,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcT2x0l91HJBjtXHNvLX350d5YjRra7kV2gN6H1cXzEl9wo_jTAV,"['Urna eleitoral', 'Aplicativo móvel']"
"Como é que ele chegou? 29 de julho de 21. (...) E dizendo que eu difundi fake news. Eu difundi o que tinha dentro do inquérito [1.361, de 2018]. Se é fake news, o inquérito é mentiroso.",Aos Fatos,https://www.aosfatos.org/noticias/apos-se-tornar-reu-bolsonaro-mente-sobre-8-de-janeiro-e-eleicoes/,falso,2025-03-26 07:00:00,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcSrH4Zyltx2R39Zh9dyV6KCPdZpUEBLprY0UnXIljW-G6OAe4NO,"['Mentira', 'Julho', 'Notícia falsa', '2018', 'Inquérito policial', '2021', 'Notícia']"
"O que que o Lula fez no final do ano passado? Teve aqui reunião do G20, [ele] assinou 37 memorandos e acordos com a China. Entre esses acordos, entregou o nosso urânio para a China.",Aos Fatos,https://www.aosfatos.org/noticias/apos-se-tornar-reu-bolsonaro-mente-sobre-8-de-janeiro-e-eleicoes/,falso,2025-03-26 07:00:00,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcSrH4Zyltx2R39Zh9dyV6KCPdZpUEBLprY0UnXIljW-G6OAe4NO,"['Luiz Inácio Lula da Silva', 'China', 'Urânio', 'Reunião', 'G20', 'Memorando', '19.ª reunião de cúpula do G20']"
Eu montei um ministério técnico.,Aos Fatos,https://www.aosfatos.org/noticias/apos-se-tornar-reu-bolsonaro-mente-sobre-8-de-janeiro-e-eleicoes/,falso,2025-03-26 07:00:00,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcSrH4Zyltx2R39Zh9dyV6KCPdZpUEBLprY0UnXIljW-G6OAe4NO,['Ministério']
[Conclusão do inquérito do PSDB:] as urnas são inauditáveis. Não sou eu que disse isso.,Aos Fatos,https://www.aosfatos.org/noticias/apos-se-tornar-reu-bolsonaro-mente-sobre-8-de-janeiro-e-eleicoes/,falso,2025-03-26 07:00:00,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcSrH4Zyltx2R39Zh9dyV6KCPdZpUEBLprY0UnXIljW-G6OAe4NO,"['Urna eleitoral', 'PSDB', 'Partido da Social Democracia Brasileira', 'Inquérito policial']"
"Eu não interferi no TSE, o outro lado interferiu.",Aos Fatos,https://www.aosfatos.org/noticias/apos-se-tornar-reu-bolsonaro-mente-sobre-8-de-janeiro-e-eleicoes/,falso,2025-03-26 07:00:00,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcSrH4Zyltx2R39Zh9dyV6KCPdZpUEBLprY0UnXIljW-G6OAe4NO,['Tribunal Superior Eleitoral']
Não encontraram nenhuma arma aqui [no 8 de janeiro],Aos Fatos,https://www.aosfatos.org/noticias/apos-se-tornar-reu-bolsonaro-mente-sobre-8-de-janeiro-e-eleicoes/,falso,2025-03-26 07:00:00,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcSrH4Zyltx2R39Zh9dyV6KCPdZpUEBLprY0UnXIljW-G6OAe4NO,"['Janeiro', 'Ataques de 8 de janeiro em Brasília', 'Arma']"
Eu não pude mostrar imagens do Lula falando que um pobre coitado rouba celular para tomar cervejinha.,Aos Fatos,https://www.aosfatos.org/noticias/apos-se-tornar-reu-bolsonaro-mente-sobre-8-de-janeiro-e-eleicoes/,não_é_bem_assim,2025-03-26 07:00:00,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcSrH4Zyltx2R39Zh9dyV6KCPdZpUEBLprY0UnXIljW-G6OAe4NO,"['Luiz Inácio Lula da Silva', 'Imagem', 'Pobreza', 'Telefone celular']"
"Quando acabaram as últimas eleições, a última agora, em 2022, o meu partido peticionou no TSE. No dia seguinte, o ministro presidente do TSE, Alexandre de Moraes, não aceitou, mandou arquivar e nos deu uma multa de 22 milhões. Alguém já viu algum advogado ser multado aí, por peticionar o poder judiciário?",Aos Fatos,https://www.aosfatos.org/noticias/apos-se-tornar-reu-bolsonaro-mente-sobre-8-de-janeiro-e-eleicoes/,falso,2025-03-26 07:00:00,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcSrH4Zyltx2R39Zh9dyV6KCPdZpUEBLprY0UnXIljW-G6OAe4NO,"['Eleição', 'Presidente', 'Tribunal Superior Eleitoral', 'Ministro', 'Partido político', 'Alexandre de Moraes', 'Poder judiciário', '2022']"
"O povo, em grande parte, teve arma, e diminuímos em quase 30% o número de mortes por arma de fogo no Brasil.",Aos Fatos,https://www.aosfatos.org/noticias/apos-se-tornar-reu-bolsonaro-mente-sobre-8-de-janeiro-e-eleicoes/,não_é_bem_assim,2025-03-26 07:00:00,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcSrH4Zyltx2R39Zh9dyV6KCPdZpUEBLprY0UnXIljW-G6OAe4NO,"['Fogo', 'Brasil', 'Arma', 'Arma de fogo', 'Morte', 'Número', 'O Povo']"
TSE anunciou voto online para as eleições de 2020 e quebra de sigilo do voto,UOL Notícias,https://noticias.uol.com.br/confere/ultimas-noticias/2020/10/20/tse-nao-anunciou-voto-online-para-as-eleicoes-de-2020.htm,Falso,2020-10-20 07:00:00,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcQaiYA_1cSKWIvlTrVMkiV0GFhkgp9Iso7KeVzD3P2nRQiMud88,"['Votação', 'Tribunal Superior Eleitoral', 'Eleição', 'Eleições municipais no Brasil, 2020', '2020']"
O Tribunal Superior Eleitoral (TSE) publicou um vídeo em 2017 defendendo o voto impresso,AFP Checamos,https://checamos.afp.com/doc.afp.com.9EE7U2,Sem contexto,2021-07-08 07:00:00,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS4PO8zP14mvs_Xemq9aCedkt52SBi0rC3FjE9LXG4yacybhz6d,"['Comprovante de votação verificado pelo eleitor', 'Tribunal Superior Eleitoral', 'Votação', 'Eleição', 'Vídeo', '2017', 'Tribunal']"
Mesários podem ver em quem o eleitor está votando,Estadão,https://www.estadao.com.br/estadao-verifica/mesario-pode-ver-voto-eleitor-falso/,Falso,2023-11-09 08:00:00,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcS6V23bY2g5mDMHJb82AklWtwEydZ3-98O9rEZJtLbhbEtyjHBD,"['Eleitor', 'Mesário']"
As eleições de 2022 usaram modelos de urna antigos que não são passíveis de auditoria.,Aos Fatos,https://www.aosfatos.org/noticias/site-argentino-mentiras-urna-eletronica/,falso,2022-11-07 08:00:00,,"['Urna eleitoral', 'Eleição', 'Eleições presidenciais brasileiras, 2022', '2022', 'Auditoria']"
"Bolsonaro não recebeu nenhum voto em urnas antigas, que não passaram por auditoria",Aos Fatos,https://www.aosfatos.org/noticias/site-argentino-mentiras-urna-eletronica/,falso,2022-11-07 08:00:00,,"['Urna eleitoral', 'Votação', 'Jair Bolsonaro', 'Auditoria']"
Diferenças nos logs das urnas mostram que foram usados dois software e dois códigos-fonte diferentes,Aos Fatos,https://www.aosfatos.org/noticias/site-argentino-mentiras-urna-eletronica/,falso,2022-11-07 08:00:00,,"['Urna eleitoral', 'Software', 'Código-fonte', 'Log de dados']"
É simples invadir o sistema eleitoral do TSE,AFP Checamos,https://checamos.afp.com/doc.afp.com.32774UV,Enganoso,2022-03-29 07:00:00,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcT-UWfbYOpuLrFWxIfl1GxpBxM8RFWrZstUw23ZitANNjZ8XPdt,"['Eleição', 'Sistema eleitoral do Brasil', 'Tribunal Superior Eleitoral']"
Giuseppe Dutra Janino fraudou as urnas eletrônicas,Estadão,https://www.estadao.com.br/estadao-verifica/janino-fraude-urnas-barroso-tse-falso/,Falso,2024-05-03 07:00:00,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcQQ4MjvwzHNv2HgO9X6OgNCNVOVdMAlPtfGuhCH0xLQdXb3Mbna,"['Giuseppe Janino', 'Urna eletrônica']"
Urna eletrônica pode ser hackeada,UOL Notícias,https://noticias.uol.com.br/confere/ultimas-noticias/2022/07/18/em-teste-do-tse-nenhum-ataque-foi-capaz-de-hackear-urnas.htm,Falso,2022-07-18 07:00:00,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR90oQ0R4orrfsCBox_9aC6__EgVNilFIoRKuICKXU1I09kFLhA,"['Urna eleitoral', 'Urna eletrônica', 'Eletrônica']"
Alexandre de Moraes trocou 48 urnas em cima da hora em SP para derrubar Marçal e favorecer Boulos,Estadão,https://www.estadao.com.br/estadao-verifica/alexandre-de-moraes-trcou-48-urnas-ultima-hora-sao-paulo-falso/,Falso,2024-10-16 07:00:00,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcTbguzouODkxy6_l9VG0O0fHGEfaeBgFpWJGkSpXC-OR4xVoNcz,"['Alexandre de Moraes', 'Urna eleitoral', 'Guilherme Boulos', 'Pablo Marçal', 'São Paulo', 'São Paulo']"
Voto será anulado se eleitor confirmar escolha após mensagem para conferir a opção,Folha - UOL,https://www1.folha.uol.com.br/poder/2022/09/e-falso-que-voto-sera-anulado-se-eleitor-confirmar-escolha-apos-mensagem-para-conferir-a-opcao.shtml,Falso,2022-09-29 07:00:00,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcRbq3qrJwncVOr-PDywYHPny-ON__SeMPqAKsQXF9KuAxRGj3OH,"['Votação', 'Eleitor', 'Escolha', 'Mensagem']"
TSE abre código-fonte das urnas eletrônicas após resultado de eleição nos conselhos tutelares,Estadão,https://www.estadao.com.br/estadao-verifica/tse-abre-codigo-fonte-eleicao-conselhos-tutelares/,Enganoso,2023-10-06 07:00:00,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcTK2pV0_VjqMDD9GHtPWGg8orLO3_sHKA1SJjsjg5sf8wQ5pnKS,"['Tribunal Superior Eleitoral', 'Eleição', 'Urna eletrônica', 'Urna eleitoral', 'Código-fonte', 'Conselho Tutelar', 'Resultado']"
Votos para Bolsonaro em boletins de urna não são computados,AFP Checamos,https://checamos.afp.com/doc.afp.com.32KP7TQ,Falso,2022-10-04 07:00:00,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcTMHJc72TaM8cA83FaCqS8bajFfIDPJ6Nu_tCvGEFPJPaQyCAbU,"['Urna eleitoral', 'Votação', 'Jair Bolsonaro']"
Hackers invadiram o TSE e transferiram votos de Bolsonaro para Lula no primeiro turno das Eleições 2022,Aos Fatos,https://www.aosfatos.org/noticias/falso-hackers-russos-tse/,falso,2022-10-18 07:00:00,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQY2Rb-lDr_HPfW-TcWGyLZ_rCmAlw6YRmU6BZM2Y0DAoBZ3ZF8,"['Tribunal Superior Eleitoral', 'Eleição', 'Votação', 'Jair Bolsonaro', 'Luiz Inácio Lula da Silva', 'Hacker', '2022']"
Hackers invadiram o sistema do TSE durante a totalização de votos do primeiro turno das Eleições 2022,Aos Fatos,https://www.aosfatos.org/noticias/falso-hackers-russos-tse/,falso,2022-10-18 07:00:00,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQY2Rb-lDr_HPfW-TcWGyLZ_rCmAlw6YRmU6BZM2Y0DAoBZ3ZF8,"['Tribunal Superior Eleitoral', 'Eleição', 'Votação', 'Hacker', 'Sistema', '2022']"
Bolsonaro ficou sem nenhum voto durante uma hora no primeiro turno das Eleiçòes 2022,Aos Fatos,https://www.aosfatos.org/noticias/falso-hackers-russos-tse/,falso,2022-10-18 07:00:00,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQY2Rb-lDr_HPfW-TcWGyLZ_rCmAlw6YRmU6BZM2Y0DAoBZ3ZF8,"['Eleição', 'Votação', 'Jair Bolsonaro', '2022']"
"Militares brasileiros ordenaram ao presidente do TSE, Alexandre de Moraes, que houvesse segundo turno",Aos Fatos,https://www.aosfatos.org/noticias/falso-hackers-russos-tse/,falso,2022-10-18 07:00:00,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQY2Rb-lDr_HPfW-TcWGyLZ_rCmAlw6YRmU6BZM2Y0DAoBZ3ZF8,"['Tribunal Superior Eleitoral', 'Alexandre de Moraes', 'Presidente', 'Brasil', 'Presidente do Tribunal Superior Eleitoral do Brasil']"
Servidor do TSE que totaliza os votos fica nos Estados Unidos,Aos Fatos,https://www.aosfatos.org/noticias/falso-hackers-russos-tse/,falso,2022-10-18 07:00:00,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQY2Rb-lDr_HPfW-TcWGyLZ_rCmAlw6YRmU6BZM2Y0DAoBZ3ZF8,"['Tribunal Superior Eleitoral', 'Votação', 'Estados Unidos', 'Servidor']"
