Texto,Label
"Por exemplo, resíduo de poda de árvore e resíduo de feira livre que é o orgânico já puro. Você não precisa separar. Aquilo tinha que ir direto pro pátio de compostagem. Sabe o que faz hoje? A prefeitura paga pra uma empresa pegar aquilo e enterrar num aterro.",Fake
Governo amplia Luz para Todos na Amazônia Legal,True
O acesso ao aplicativo e-Título está disponível somente para quem está com o título eleitoral regular ou suspenso.,True
"Tentativa de fraude em Campo Grande, urna eletrônica sendo transportada em uber.",Fake
"Em áudio, Alexandre de Moraes pede que Gonet arquive investigação contra o Banco Master.",Fake
"o Presidente nunca me orientou, me encaminhou ou me deu ordem.",Fake
"Moraes levaria US$ 50 milhões para fraudar eleição, segundo órgão de inteligência Americana",Fake
Vídeo de Nikolas Ferreira foi exibido na Times Square,Fake
Não quer dizer que a eleitora ou o eleitor não possua débitos com a Justiça Eleitoral.,True
"As porcentagens de votos válidos para cada candidato permaneceram estáveis durante a apuração porque não houve grande variação nos votos de cada zona eleitoral, como mostra a apuração do Comprova",True
Aprovado projeto de lei que concede aposentadoria especial para mães atípicas,Fake
"Vídeo engana ao sugerir relação entre o ministro do STF Alexandre de Moraes e o acidente aéreo que vitimou o ministro Teori Zavascki. Também não há indícios de ligação entre o magistrado e o delegado de Angra dos Reis (RJ) Adriano Antônio Soares, que iniciou as investigações sobre a morte de Zavascki.",True
Presidente Lula faz cirurgia de catarata e recebe alta hospitalar,True
Vídeo mostra obra do governo Bolsonaro em ferrovia que liga Mato Grosso ao Maranhão,Fake
STF liberou a maconha no Brasil,Fake
STF forma maioria para tornar réus acusados de obstruir caso Marielle,True
Caminhos da Reportagem debate impactos da escala 6x1 no Brasil,True
"""Vamos ver quem é quem"", diz Lula sobre redução da jornada de trabalho",True
"Nosso compromisso é oferecer previsibilidade regulatória, fortalecer a credibilidade do Brasil no cenário internacional e, sobretudo, assegurar que o uso da tecnologia nuclear traga benefícios concretos e seguros à população brasileira”, afirmou Facure.",True
Tesla perdeu R$ 186 milhões de valor de mercado e anunciou demissão em massa após Elon Musk atacar Alexandre de Moraes,Fake
Nova delação de Maduro nos Estados Unidos cita Moraes e outros ministros,Fake
"Barroso disse que ""eleição não se vence, se toma""",Fake
"(1) A restrição prevista no § 1º não é aplicável à brasileira ou ao brasileiro residente no exterior que requeira novo passaporte para identificação e retorno ao Brasil, conforme disciplinado pelo § 4º do art.",True
TV Brasil estreia animação infantil Portão Mágico nesta segunda-feira,True
"Sem dinheiro, venezuelanos acampam às margens de rodovia na fronteira do Brasil: 'aqui pelo menos temos comida'",True
"Governo de Santa Catarina isentou IPVA para barcos e aviões, enquanto carros continuarão pagando",Fake
"Se dependesse da pesquisa Datafolha, hoje o Ricardo Nunes nem estaria no segundo turno.",Fake
Os EUA teriam construído urnas eletrônicas para o Brasil,Fake
São impressas cinco vias obrigatórias do boletim de urna e até 15 vias adicionais.,True
Publicações usam informações falsas ou tiradas de contexto para afirmar que Lula teria morrido após procedimento médico realizado em 2022.,True
Publicação que mostra manifestação contra Lula em Bagé (RS) dá a entender que são imagens recentes. Mas vídeo mostra protesto que aconteceu em 2018.,True
Entidades denunciam à ONU omissão do Brasil nos Crimes de Maio de 2026,True
4 - Como faço para saber onde fica o cartório eleitoral mais próximo?,True
Eleitor pode perder o voto ao apertar a tecla confirma,Fake
"Governo cria subsídio de até R$ 0,89 para segurar preço da gasolina",True
O menor desmatamento da Amazônia foi feito no meu governo,Fake
Três Poderes lançam pacto para enfrentamento ao feminicídio no Brasil,True
"De acordo com a legislação eleitoral, primeiro você digita o voto para vereador(a) e, depois, para prefeito(a).",True
"Essa manifestação pró-Bolsonaro ocorreu em 2023, após eleição de Lula",Fake
"O termo foi celebrado com a Organização para a Libertação da Palestina (OLP), em nome da ANP, não tendo qualquer relação com o Hamas.",True
Polícia descobre esquema de fraude na Operação Pipa durante governo do PT em 2023,Fake
Brasil ultrapassa EUA pela 1ª vez em ranking de liberdade de imprensa,True
Lula diz que se estão roubando celular no carnaval é só não levar o aparelho para os bloquinhos,Fake
PGR pediu a prisão de Sergio Moro em dezembro de 2023,Fake
Alckmin defende apuração rigorosa no caso Master,True
"A votação será aberta a partir das 8h , considerando-se o horário de Brasília, com encerramento às 17h .",True
"Publicações distorcem o teor de um projeto de lei, de iniciativa parlamentar, que cria um cadastro nacional de animais de estimação.",True
Governo anunciou que vai suspender contratos com Starlink,Fake
Áudio: CAE adia para a tarde desta terça votação de projeto que renegocia dívidas rurais,True
Congresso Americano dá 48 horas para Alexandre de Moraes explicar o que está acontecendo no Brasil,Fake
Rio pede mais 20 dias para enviar imagens da Operação Contenção ao STF,True
"“Somos um governo que respeita os povos indígenas, reconhece seus direitos e trabalha dia e noite, noite e dia, para que eles sejam assegurados.",True
STF marca para 8 de abril decisão sobre eleição para governador no Rio,True
TSE retoma julgamento que pode deixar Castro inelegível,True
"No entanto, os(as) presos(as) provisórios(as) que estão esperando decisão judicial têm direito ao voto.",True
Luciano Hang se emociona após Bolsonaro indicar Flávio Bolsonaro a presidência 2026,Fake
Lula afirma que mundo não dá direito a Trump ameaçar um país,True
"Esse é o Janino, conhecido como ‘pai das urnas eletrônicas’. Comandou as urnas no TSE por 15 anos. Qdo a PF ficou na cola dele, ele foi exonerado no TSE é virou ASSESSOR do Barroso.",Fake
General Manda Tomar Código Fonte a Força De Moraes. Com a Paciência Pouca Ele Abre o Jogo: 'Vou Mostrar Quem Manda'. A Paciência Acabou,Fake
"Denúncia de fraude nas eleições foi baseada em coleta equivocada de dados. É falso também que as urnas eletrônicas sejam produzidas na China, como afirma um vídeo no YouTube",True
"Em um vídeo, um homem está reagindo e dando risada ao ler o tweet “Lula ficou no 299° lugar entre os 301 candidatos ao Prêmio Nobel da Paz. Eu fico pensando que ainda tem mais dois indivíduos pior que ele [sic]?!”. Um segundo conteúdo traz o mesmo texto, mas com emojis de risada e uma imagem do ex-presidente Jair Bolsonaro (PL).",Fake
O Boulos perde para todo mundo no segundo turno. Eu sou a única que ganha de todo mundo no segundo turno.,Fake
Petistas infiltrados saem pelo túnel do Congresso após atos de terrorismo em Brasília (DF),Fake
"O boletim médico mais recente informa que o presidente está lúcido e orientado, alimentando-se normalmente e caminhando pelos corredores do hospital.",True
TSE tem maioria para condenar Castro à inelegibilidade até 2030,True
"“Que todos estejam com a FIFA, com a CBF, com o Governo do Brasil para apoiar as mulheres e o futebol feminino.",True
"“Não podemos nos conformar com homens matando mulheres”, diz Lula",True
PT só venceu a disputa para prefeitura em 46 municípios,Fake
Torcida do Corinthians cantou contra o ministro Alexandre de Moraes em Itaquera,Fake
Governo lança sistema para aluno buscar instrutor e autoescola,True
Lula defende indústria brasileira de carros na América Latina e África,True
Líder indígena brasileiro é anistiado 43 anos após sua morte,True
Lula recebe R$ 35 mil de aposentadoria de anistiado político,Fake
Foto mostra manifestação pelo impeachment de Jair Bolsonaro no Rio de Janeiro,Fake
O Tribunal Superior Eleitoral não envia e-mails a eleitores para comunicar cancelamento de título eleitoral.,True
Mendonça envia ao plenário do STF decisão que prorroga CPMI do INSS,True
Ministro Alexandre de Moraes lucra milhões de dólares com o tráfico internacional de drogas,Fake
Justiça Eleitoral publicou nas redes que voto servirá como prova de vida junto ao INSS.,Fake
Drones escrevem Pablo no céu para Marçal,Fake
Lula foi vaiado no jogo do Vasco da Gama em 27 de fevereiro de 2023,Fake
Atentados contra Bolsonaro e Trump foram forjados,Fake
Revista Veja chama de farsa o julgamento de Bolsonaro no STF,Fake
"Vídeo afirma que reportagem foi exibida durante o governo do PT, mas a matéria foi ao ar em junho de 2001, durante o segundo mandato de FHC",True
Donald Trump declarou apoio a Bolsonaro nas eleições de 2026 durante evento da Nascar,Fake
Ordem para retirada de material de Bolsonaro das ruas era falsa,True
"Após falta de Ibaneis em CPI, presidente pede convocação do governador",True
O governo Lula não tem nada a ver com as emendas parlamentares,Fake
Os arquivos são transmitidos para os centros de processamento de dados dos tribunais regionais eleitorais.,True
"DIVISOR DE ÁGUAS – Para o presidente da CBF, o Mundial de 2027 será um marco para o futebol feminino brasileiro e da América do Sul.",True
"O debate todo [do Grupo Flow], a gente foi campeão em alta no Google.",Fake
A identificação biométrica é um serviço eleitoral obrigatório e gratuito.,True
Lula criou imposto para taxar compras da Shein,Fake
"Governo suspende 3,4 milhões de multas por não pagar pedágio",True
Discurso do presidente Jair Bolsonaro na abertura da Assembleia Geral da ONU de 2020,Fake
Lula assina MP que libera FGTS a entidades filantrópicas,True
"Na mesma mesa receptora de votos, é vedada a participação de: parentes em qualquer grau e servidoras ou servidores da mesma repartição pública ou empresa privada.",True
Saiba quais ministros deixam os cargos para disputar as eleições,True
"Onde você viu, no mundo, uma ditadura entregar para a oposição de forma pacífica o governo? Só no Brasil. Então não houve ditadura",Fake
"Publicações usam, fora de contexto, trechos de uma entrevista do vice-presidente Geraldo Alckmin, concedida em novembro de 2022.",True
"“O que está aqui em causa é estabelecermos um paralelo entre um candidato que está há quatro anos, que fez um trajeto coerente, que sabe o que quer, ou então alguém que aparece agora. Sempre que alguém se propôs a eleições a um, dois, três meses, perdeu”",True
"Reforma Casa Brasil: programa será detalhado em breve, diz ministro",True
Governo Lula vai taxar o Pix,Fake
Estado de Wisconsin (EUA) tem mais votos que eleitores,Fake
Governo federal autoriza R$ 2 bi em obras de infraestrutura no Paraná,True
"Após derrota de Boulos, militantes do MST começam série de invasões na Grande São Paulo",Fake
"Você sabe que eu fui condenado e o crime que eu cometi foi ""fato indeterminado"". Esse é o crime que eu cometi: fato indeterminado.",Fake
"""Zelensky baniu 11 partidos da Ucrânia, fazendo com que se perdesse 44% da representação eleitoral"".",Fake
Minirreforma eleitoral reduz controle de gastos partidários; entenda,True
"Sergio Moro foi a um jantar em Fortaleza, mas o sanfoneiro é bolsonarista",Fake
Vídeo mostra Bolsonaro deixando hospital em 12 de dezembro após ser curado de câncer,Fake
Lula destaca importância de terras raras do Brasil para América do Sul,True
Tabela mostra que o maior valor médio do programa Bolsa Família foi pago durante o governo do presidente Jair Bolsonaro,Fake
Lula e Eduardo Paes foram vaiados durante jogo do Vasco no dia 27/2/2023,Fake
"O evento, cuja marca oficial foi apresentada neste domingo (25/1), no Rio de Janeiro, será disputado em oito cidades brasileiras, entre 24 de junho e 25 de julho do ano que vem.",True
Comissão aprova ampliação para 180 dias do prazo para transferência de domicílio eleitoral,True
A [Simone] Tebet falou de voto impresso no passado,True
Presidente da Câmara diz que proposta tem apoio para ser votada ainda nesta semana no Plenário,True
"Embora o resultado da eleição não tenha confirmado os índices de uma pesquisa feita para a Prefeitura de Porto Alegre em 14 de novembro, a consulta confirmou os dois nomes que já vinham liderando as pesquisas anteriores. Além disso, a desistência de um dos candidatos na semana da eleição pode ter provocado mudanças nas intenções de voto",True
Cármen Lúcia diz que é aconselhada a deixar STF por ataques machistas,True
PSD recorre ao STF para pedir eleições diretas para governo do Rio,True
"Páscoa é momento de renovação e união, diz Lula em mensagem",True
Bolsonaro esta preso.,True
Lula e Haddad têm feito empresas fecharem no Brasil,Fake
"""Biden foi o mais votado da história. O primeiro eleitor nasceu em 1823. Outros em 1900. Alguns votaram mesmo já mortos. Outros votaram mais de uma vez. E tudo pelo correio. Como o correio deles funciona. Fiquei impressionado""",Fake
Vídeo mostra Lula se negando a descer de ônibus para cumprimentar a população,Fake
TSE torna inelegível e anula votos recebidos por ex-deputado do Ceará,True
"O pedido será analisado por um juiz eleitoral, que poderá acatá-lo ou não.",True
"Jair Bolsonaro não aparece à frente na pesquisa do Ipec divulgada no Jornal Nacional em 12 de setembro. Vídeo manipulado inverteu o resultado do levantamento, que na verdade tem Lula com 46% e Bolsonaro com 31%.",True
Entrega de doações em Lajeado (RS) foi paralisada para aguardar chegada de Lula,Fake
"Não há indícios de que Pablo Marçal tenha sido alvo de tentativa de homicídio durante comício no dia 30 de agosto, na zona leste da cidade. Em entrevista, ele afirmou que houve uma confusão envolvendo um assessor do PSOL, mas não citou tiros. O caso foi registrado como “ameaça”.",True
"Post com imagens de tuítes antigos em que o ministro Flávio Dino (PSB) questiona a segurança das urnas eletrônicas. A publicação cobra punição do chefe da Justiça e Segurança Pública: “Vai ter que explicar na Justiça, ou só vale contra o Bolsonaro?”. Na legenda, o autor do post, o deputado federal Coronel Meira (PL-PE), cita que algumas das publicações foram feitas em período eleitoral.",True
Especialistas ouvidos pelo Comprova desmentem alegações de um médico em um vídeo publicado por deputado federal no Facebook. Os especialistas reforçam que não existem estudos científicos catalogados de que no futuro as vacinas contra o novo coronavírus possam causar câncer ou alterações genéticas em quem se imunizar.,True
Alexandre de Moraes e esposa brindam por compra de mansão e contrato com Banco Master,Fake
Decisão do STF permite penduricalhos de até 70% acima do teto,True
Gilmar Mendes reconhece que o sistema de urnas eletrônicas tem falhas,Fake
Gestões petistas demarcaram mais terras indígenas do que outros governos,Fake
Afirmação de que é possível retirar a segunda via do Título de Eleitor no Distrito Federal até esta quinta-feira (22),True
"Hélio Lopes, isso mesmo, o ?amigão? do Bolsonaro, deputado de EXTREMÍSSIMA DIREITA, resolveu convocar uma audiência pública sobre a chamada ?PEC do Fim dos Pardos?.",True
José Guimarães diz ser contra socorro do governo federal ao BRB,True
Desenrola Brasil: uso do FGTS para pagar dívidas começa nesta segunda,True
Ex-ministro Gustavo Bebianno diz que facada foi articulação do próprio Bolsonaro.,Fake
"É de abril de 2019, não de 2020, a decisão do ministro do STF (Supremo Tribunal Federal) Alexandre de Moraes que bloqueou redes sociais e contas de WhatsApp de sete pessoas investigadas pela publicação de ofensas contra integrantes da corte. Uma notícia do ano passado sobre a determinação do magistrado tem circulado em posts no Facebook fora de contexto, como se fosse atual.",Fake
O voto em 2024 servirá de prova de vida junto ao INSS,Fake
Geraldo Alckmin e Alexandre de Moraes são quase linchados em restaurante em Brasília em 2023,Fake
Lula pede a Alcolumbre que paute votação da PEC da Segurança,True
Prazo para tirar ou regularizar título de eleitor termina nesta quarta,True
"Vaza áudio de Flávio Dino afirmando que os objetivos do governo são arruinar a economia, aumentar o desemprego etc",Fake
Governo vai triplicar incentivo fiscal para socorrer indústria química,True
"""Ninguém respeita lambe-botas"", diz Lula sobre reunião com Trump",True
"""A aprovação do voto [pela memória das vítimas do Holocausto] foi saudada com aplausos por quase todos os deputados. Digo quase, porque houve um que se recusou a aplaudir""",True
Chuvas: Governo envia Defesa Civil para Pernambuco e Paraíba,True
André Mendonça fala na cara dos ministros que estão perseguido Bolsonaro,Fake
Governo Lula acabou com a aposentadoria por tempo de contribuição,Fake
"Reportagem diz que duas pessoas morreram após receber a vacina contra a covid-19. ""Ué, quando o Bolsonaro falava que a vacina tinha riscos, a esquerda diziam que ele era contra a vacina"".",Fake
"Utilização de urnas de contingência Na fase de preparação das urnas, na audiência de carga e lacre, algumas são preparadas para essa finalidade, são as urnas de contingência.",True
Lula foi recebido com chuva de ovos em Portugal,Fake
Em pesquisa relâmpago da CNN Moro perder para Bolsonaro na disputa pela presidência em 2020,Fake
"O Dino absolveu o Dino porque o Dino julgou que o Dino não deve nada à justiça! Se duvidar, pergunte ao Dino. Juiz anula a própria sentença que condenava o Maranhão a devolver 141 milhões no governo Flávio Dino",Fake
Maior acordo da história pode render US$ 100 bi ao Brasil. Parabéns ao governo Bolsonaro por mais este importantíssimo acordo.,Fake
2 - Como consultar o número do título eleitoral?,True
Sem-teto ocupam imóvel em Higienópolis com Boulos e MST,Fake
"Então, eu peguei um passageiro no aeroporto que tinha acabado de chegar de São Paulo. E ele faz parte da cúpula da Mancha Vermelha, que é uma organização do PT, que participa de altas reuniões junto com o Lula, Zé Dirceu?",Fake
Delegado que investiga atentado contra Bolsonaro é petista declarado e já trabalhou para Pimentel,Fake
Bolsonaro diz que vai acabar com o 13º e com a hora extra remunerada,Fake
Ulysses Guimarães critica Bolsonaro em 1988,Fake
Governo Lula distribui livro que promove incesto para escolas públicas,Fake
Faculdade ironizou ministros do STF em outdoor,Fake
Vídeo gravado antes de Alexandre de Moraes ser escolhido para o Supremo Tribunal Federal mostra o hoje ministro ameaçando a corte,Fake
"Durante os dois primeiros mandatos de Lula o superávit primário era de 4,25%, a inflação estava em 4,5% e o comércio varejista estava crescendo a 13%",Fake
Claudia Sheinbaum manda recado para Donald Trump com ameaça de bloqueio comercial,Fake
"120.000 militares enviaram ofício ao STM (Supremo Tribunal Militar) para que o ministro general Lourival Carvalho cumpra uma ordem de prisão contra o ministro do STF (Supremo Tribunal Federal), Alexandre de Moraes.",Fake
"Mesmo com queda, Brasil é o país que mais mata trans e travestis",True
Gusttavo Lima anuncia apoio à candidatura de Flávio Bolsonaro a presidente,Fake
"O médico é Adibe Jatene, o infectologista mais considerado do Brasil sobre Bolsonaro e Economia",Fake
"Gasolina, gás, café e picanha eram mais baratos no governo Bolsonaro que no governo Lula.",Fake
"A assessoria de imprensa do parlamentar e o Procon-MG negaram a veracidade do conteúdo, aparentemente feito por IA a partir de um vídeo real.",True
Deputado Gustavo Gayer vira réu no STF por injúria contra Lula,True
"URGENTE. CARLOS BOLSONARO foi EXPULSO de TODAS as redes sociais (Twitter, Face, Instagram) por ordem de GILMAR MENDES após a mobilização da hashtag #ImpeachmentGilmarMendes.",Fake
Filha de Lula ganha R$ 58 mil no Senado,Fake
"Se você quiser uma via impressa do seu título, pode solicitá-la no Cartório Eleitoral, imprimir pelo sistema Autoatendimento Eleitoral - Título Net , ou pelo aplicativo e-Título (disponível para smartphone e tablet nas plataformas iOS ou Android) .",True
Lula sanciona leis para fortalecer combate à violência contra mulheres,True
"A zerésima assegura que a urna está “zerada”, ou seja, que não há nenhum voto registrado nela.",True
"Detenção de ativista brasileiro em Israel é injustificável, diz Lula",True
Lula defende proibição de bets e mostra preocupação com endividamento,True
STF suspende todas as prisões de Bolsonaro e ele está elegível novamente,Fake
Os alimentos colocados em sacolas com a logomarca da gestão atual fazem parte da compra de cestas básicas feita pelo governo federal.,True
O ministro Gilmar Mendes disse que sairá do STF se Bolsonaro for reeleito presidente,Fake
Posts nas redes sociais que alegam que o Supremo Tribunal Federal ataca a democracia ao contrapor decisão da Câmara dos Deputados.,Fake
"Hackers expuseram dados administrativos antigos do TSE em links para download. Os bancos de dados acessados não têm, portanto, nenhuma relação com as eleições. Além disso, o sistema das urnas eletrônicas não funciona em rede",True
Ministro Flávio Dino criticou sistema eleitoral do país no passado. Só vale contra Bolsonaro?,True
"A primeira edição da obra foi lançada no Brasil na década de 1970, mesmo período em que o ex-juiz nasceu",True
Lula diz que Estado deve garantir acesso a medicamentos,True
Números da apuração a cada 12% comprovam fraude nas urnas em favor de Lula,Fake
Governo cria política de combate ao abuso de crianças e adolescentes,True
Lula se despede de ministros e confirma Alckmin como vice em chapa,True
TSE aprova registro da federação União Progressista,True
Eleições 2026: eleitor pode se inscrever para ser mesário voluntário,True
"""É um caso de polícia"", diz Lula sobre relação entre Flávio e Vorcaro",True
Roberto Cidade é eleito governador do Amazonas em eleição indireta,True
"Vídeo engana ao apresentar comentários antigos e retirados de contexto do jornalista William Waack, da cantora da banda ABBA Agnetha Fältskog e da ""mentora jurídica"" Rita Rocha. Trechos foram manipulados para sugerir pressão sobre o Brasil por causa da manifestação pró-Bolsonaro ocorrida em 21 de abril de 2024.",True
Presidência da República oficializa indicação de Jorge Messias ao STF,True
Defesa de Vorcaro mira Segunda Turma do STF e vê julgamento do pai do banqueiro como estratégico,True
Reuniões da primeira-dama do tráfico com ministro Flávio Dino resultou na liberação de 38 presos do Comando Vermelho,Fake
Brasil apresenta políticas para TV 3.0 em feira mundial de inovação,True
"Na Índia, Lula defende governança global da IA liderada pela ONU",True
"Desafio do TSE é conter uso ilegal de IA na eleição, diz Nunes Marques",True
"A pior pontuação foi em 2019, durante o governo Bolsonaro. Desde a eleição de Lula, em 2022, houve leve melhora no índice.",True
STF tem placar de 4 a 1 para eleições indiretas no Rio,True
"PECs da escala 6x1 não competem com proposta do governo, diz Marinho",True
Votos de quem justifica estão em banco de dados diferentes e podem ser computados para a esquerda,Fake
TSE confirma eleições indiretas para o governo do Rio de Janeiro,True
"Alerta. Terá o seu filho tendências da Extrema-Direita? Esteja atento aos seguintes comportamentos. (...) Em caso de dúvida, contacte as autoridades ou os serviços de apoio à prevenção da radicalização.",Fake
FBI descobriu que deputado democrata Joaquin Castro foi mandante do atentado contra Donald Trump,Fake
Mediador do debate da TV Cultura brigou com apoiador de Pablo Marçal,Fake
União Europeia veta compra de carne brasileira a partir de setembro,True
TRE-RJ marca para terça recontagem de votos após cassação de Bacellar,True
"Em 2016, Dilma, em Nova York, convocou a imprensa e pediu sanções contra o Brasil (...) porque havia em curso um golpe contra ela",Fake
Indígenas esperam encontro com Lula e celeridade em demarcações,True
Conteúdos enganosos omitem trecho em que Lula atribui pensamento ao que ele chama de “elite conservadora do Piauí”.,True
Zico critica Bolsonaro em entrevista,Fake
STF acaba com demissão sem justa causa,Fake
"Para mais informações, acesse a página da biometria: https://www.justicaeleitoral.jus.br/biometria/ Voto 1 - Quem é obrigado a votar?",True
STF decide que dinheiro público roubado não precisa ser devolvido passados cinco anos da descoberta do caso,Fake
"""A turminha que detonava o Bolsonaro.17 mil reais por mês. Olha eles aí na equipe de transição.""",Fake
Suzane von Richthofen é candidata a deputada federal pelo PT,Fake
Lula assina decreto que promulga acordo UE-Mercosul,True
"Mas o Brasil vai sim colocar sua candidatura para 2029”, definiu.",True
Jair Bolsonaro declarou que a chegada de Hugo Chávez ao poder na Venezuela era esperança para AL,True
Brasil e Espanha assinam acordos sobre big techs e tecnologia digital,True
"Pablo Marçal divulga o aplicativo ""Opini Pix""",Fake
Governo envia esta semana PL sobre fim da escala 6x1,True
Guga Chacra chora ao vivo ao ver Donald Trump sendo eleito nos Estados Unidos,Fake
"Boulos ultrapassa Marçal às 18:45; Dilma ultrapassa Aécio às 18:45; Lula ultrapassa Bolsonaro às 18:45. Tudo ""coincidência""",Fake
"Em áudio vazado, Flávio Dino diz que objetivo do governo Lula é destruir a economia",Fake
Ele [Boulos] mostrou um exame [toxicológico] fajuto.,Fake
"Foto mostra Adélio Bispo junto de Lula, Dilma, Gleisi e Boulos.",Fake
STF valida lei que destinou área de parque no Pará para construção da Ferrogrão,True
STF retoma julgamento sobre pagamento de penduricalhos,True
"O *GENERAL ALI ABDULLAH AYYOUB* que era *MINISTRO DA DEFESA DO EXÉRCITO SÍRIO,* do deposto presidente sírio Bashar al-Assad, genocida [...] foi hoje enforcado em público",Fake
Lula vai a SP para tirar excesso de pele na cabeça e tratar tendinite,True
Lula inventou queda para não passar pelo reconhecimento de íris na Cúpula do Brics,Fake
Entenda a condenação de Carla Zambelli no Brasil e pedido de extradição na Itália,True
"Lula critica Zema por não usar R$ 3,5 bi em obras de prevenção à chuva",True
"No dia 6 de outubro, data do primeiro turno das Eleições Municipais 2024, estarão em disputa os cargos de prefeito(a), vice-prefeito(a) e vereador(a).",True
Lula está prestes a ser transferido para penitenciária comum,Fake
Os conteúdos omitem que o atual presidente assumiu o mandato com mais de 90% das obras concluídas por administrações que o precederam.,True
"""Afinal eu continuo ainda hoje com a dúvida sobre a legalidade do Governo nascido do arranjo político feito pelo PS em 2014. Agora soube que o presidente da Assembleia da República tem de ser sempre o representante do partido mais votado, o que não aconteceu!""",Fake
"No Brasil, o voto é obrigatório para brasileiros(as) alfabetizados(as) maiores de 18 anos e menores de 70 anos.",True
O aviso de “Confira seu voto” foi implementado nas últimas eleições gerais para permitir que o eleitor revise o voto antes da confirmação.,True
Lula e Janja pagaram R$ 31 milhões em ternos a alfaiate envolvido em fraude do INSS,Fake
"Em vídeo, Alexandre de Moraes faz ameaças a adversários e diz ‘o que é deles está guardado’",Fake
"Papa envia terço a Lula, preso político há 67 dias.",Fake
"""Sim, se não vencer com maioria absoluta apresentarei a minha demissão de secretário-geral do PS (eleições de 2015 que perdeu)"". Publicação sugere que António Costa prometeu demitir-se e não o fez, e que Marcelo Rebelo de Sousa defendeu que um Presidente da República não se deve recandidatar.",Fake
Lula discursou bêbado em evento na Bahia,Fake
Foto mostra milhares de pessoas caminhando junto com o deputado Nikolas Ferreira,Fake
Janja disse que compra em libras enquanto Michelle Bolsonaro fala libras,Fake
"Conta de 9,4 mil euros de Lula em restaurante em Portugal",Fake
Idade de Jair Bolsonaro impede que ele eventualmente possa cumprir pena de prisão se for condenado,Fake
