Texto,Label,Fonte,URL
"Estamos todos juntos: FIFA, CBF, Governo do Brasil, para a gente trazer e fazer a melhor Copa do Mundo.",True,Fonte oficial,https://www.gov.br/esporte/pt-br/noticias-e-conteudos/esporte/ao-lado-do-presidente-lula-ministro-do-esporte-se-reune-com-presidentes-da-fifa-e-cbf-para-debater-a-copa-do-mundo-feminina-2027
"E deixar a Copa do Mundo aqui no Brasil”, destacou Samir Xaud.",True,Fonte oficial,https://www.gov.br/esporte/pt-br/noticias-e-conteudos/esporte/ao-lado-do-presidente-lula-ministro-do-esporte-se-reune-com-presidentes-da-fifa-e-cbf-para-debater-a-copa-do-mundo-feminina-2027
"MUNDIAL DE CLUBES 2029 – Apesar de ressaltar que este tema não foi debatido no encontro com o presidente Lula, Samir Xaud confirmou que o Brasil irá trabalhar para tentar trazer ao país a Copa do Mundo de Clubes, em 2029.",True,Fonte oficial,https://www.gov.br/esporte/pt-br/noticias-e-conteudos/esporte/ao-lado-do-presidente-lula-ministro-do-esporte-se-reune-com-presidentes-da-fifa-e-cbf-para-debater-a-copa-do-mundo-feminina-2027
A gente acredita que o Brasil está apto a receber esse evento grandioso.,True,Fonte oficial,https://www.gov.br/esporte/pt-br/noticias-e-conteudos/esporte/ao-lado-do-presidente-lula-ministro-do-esporte-se-reune-com-presidentes-da-fifa-e-cbf-para-debater-a-copa-do-mundo-feminina-2027
"Mas o Brasil vai sim colocar sua candidatura para 2029”, definiu.",True,Fonte oficial,https://www.gov.br/esporte/pt-br/noticias-e-conteudos/esporte/ao-lado-do-presidente-lula-ministro-do-esporte-se-reune-com-presidentes-da-fifa-e-cbf-para-debater-a-copa-do-mundo-feminina-2027
"Entre os empossados, destaque para a primeira diretoria da recém-criada Autoridade Nacional de Segurança Nuclear (ANSN), marco histórico para o setor nuclear brasileiro.",True,Fonte oficial,https://www.gov.br/ird/pt-br/assuntos/noticias/noticias-2025/presidente-lula-da-posse-a-primeira-diretoria-da-ansn-em-cerimonia-no-palacio-do-planalto
"A nova diretoria é composta por Alessandro Facure Neves de Salles Soares, diretor‑Presidente da ANSN; Lorena Pozzo, diretora de Instalações Radioativas e Controle; e Ailton Fernando Dias, diretor de Instalações Nucleares e Salvaguardas.",True,Fonte oficial,https://www.gov.br/ird/pt-br/assuntos/noticias/noticias-2025/presidente-lula-da-posse-a-primeira-diretoria-da-ansn-em-cerimonia-no-palacio-do-planalto
"A ANSN nasce com a missão de zelar pela segurança nuclear e radiológica no Brasil, assumindo o papel regulador que antes era desempenhado pela Comissão Nacional de Energia Nuclear (CNEN).",True,Fonte oficial,https://www.gov.br/ird/pt-br/assuntos/noticias/noticias-2025/presidente-lula-da-posse-a-primeira-diretoria-da-ansn-em-cerimonia-no-palacio-do-planalto
"Na cerimônia, o presidente Lula ressaltou a importância do fortalecimento das agências reguladoras como instrumentos do Estado para assegurar qualidade de serviços, proteção da população e estímulo ao desenvolvimento sustentável.",True,Fonte oficial,https://www.gov.br/ird/pt-br/assuntos/noticias/noticias-2025/presidente-lula-da-posse-a-primeira-diretoria-da-ansn-em-cerimonia-no-palacio-do-planalto
"Já o presidente do Senado, Davi Alcolumbre, lembrou que a aprovação da ANSN pelo Congresso Nacional representou um consenso em torno da necessidade de modernizar a governança do setor.",True,Fonte oficial,https://www.gov.br/ird/pt-br/assuntos/noticias/noticias-2025/presidente-lula-da-posse-a-primeira-diretoria-da-ansn-em-cerimonia-no-palacio-do-planalto
"A posse da primeira diretoria da ANSN simboliza uma nova fase para o Brasil, alinhando o país às melhores práticas internacionais na regulação nuclear e fortalecendo a credibilidade técnica e a transparência institucional.",True,Fonte oficial,https://www.gov.br/ird/pt-br/assuntos/noticias/noticias-2025/presidente-lula-da-posse-a-primeira-diretoria-da-ansn-em-cerimonia-no-palacio-do-planalto
"Para Alessandro Facure, diretor-Presidente da ANSN, a criação da Autoridade representa um marco de amadurecimento institucional do Estado brasileiro.",True,Fonte oficial,https://www.gov.br/ird/pt-br/assuntos/noticias/noticias-2025/presidente-lula-da-posse-a-primeira-diretoria-da-ansn-em-cerimonia-no-palacio-do-planalto
"Nosso compromisso é oferecer previsibilidade regulatória, fortalecer a credibilidade do Brasil no cenário internacional e, sobretudo, assegurar que o uso da tecnologia nuclear traga benefícios concretos e seguros à população brasileira”, afirmou Facure.",True,Fonte oficial,https://www.gov.br/ird/pt-br/assuntos/noticias/noticias-2025/presidente-lula-da-posse-a-primeira-diretoria-da-ansn-em-cerimonia-no-palacio-do-planalto
"O presidente esteve acompanhado de uma comitiva composta por diversas autoridades, entre elas a presidenta da Fundação Nacional dos Povos Indígenas (Funai), Joenia Wapichana.",True,Fonte oficial,https://www.gov.br/funai/pt-br/assuntos/noticias/2025/presidente-lula-reafirma-direitos-indigenas-em-visita-historica-a-regiao-do-xingu
"“Falei com o presidente Lula sobre a importância dos povos indígenas preservarem sua cultura, sua língua e seu modo de vida.",True,Fonte oficial,https://www.gov.br/funai/pt-br/assuntos/noticias/2025/presidente-lula-reafirma-direitos-indigenas-em-visita-historica-a-regiao-do-xingu
O presidente Lula reverenciou a importância do cacique Raoni como líder e referência mundial e falou do compromisso da atual gestão com os povos indígenas.,True,Fonte oficial,https://www.gov.br/funai/pt-br/assuntos/noticias/2025/presidente-lula-reafirma-direitos-indigenas-em-visita-historica-a-regiao-do-xingu
"“Somos um governo que respeita os povos indígenas, reconhece seus direitos e trabalha dia e noite, noite e dia, para que eles sejam assegurados.",True,Fonte oficial,https://www.gov.br/funai/pt-br/assuntos/noticias/2025/presidente-lula-reafirma-direitos-indigenas-em-visita-historica-a-regiao-do-xingu
"Não só respeitamos e reconhecemos, mas admiramos e amamos seus saberes e sua cultura”, discursou o presidente.",True,Fonte oficial,https://www.gov.br/funai/pt-br/assuntos/noticias/2025/presidente-lula-reafirma-direitos-indigenas-em-visita-historica-a-regiao-do-xingu
Lula também reconheceu o papel dos povos indígenas para a preservação da floresta e para o enfrentamento à mudança do clima e descreveu o que viu do alto ao sobrevoar o território preservado.,True,Fonte oficial,https://www.gov.br/funai/pt-br/assuntos/noticias/2025/presidente-lula-reafirma-direitos-indigenas-em-visita-historica-a-regiao-do-xingu
Também destacou que os povos indígenas são fundamentais para o Brasil atingir a meta de zerar o desmatamento na Amazônia até 2030.,True,Fonte oficial,https://www.gov.br/funai/pt-br/assuntos/noticias/2025/presidente-lula-reafirma-direitos-indigenas-em-visita-historica-a-regiao-do-xingu
"“Sem a proteção dos povos indígenas, o cuidado com a floresta e os rios, a crise climática traria eventos ainda mais extremos – de secas a inundações – para toda a população brasileira, sem exceção.",True,Fonte oficial,https://www.gov.br/funai/pt-br/assuntos/noticias/2025/presidente-lula-reafirma-direitos-indigenas-em-visita-historica-a-regiao-do-xingu
"O presidente Lula e a primeira-dama Janja Lula da Silva também foram homenageados pelas mãos de Raoni com um colar de conchas usado nas festividades do povo Kayapó, e com um cesto cargueiro, entregue por Kokonã Metyktire, filha do cacique.",True,Fonte oficial,https://www.gov.br/funai/pt-br/assuntos/noticias/2025/presidente-lula-reafirma-direitos-indigenas-em-visita-historica-a-regiao-do-xingu
O presidente Lula teve um breve momento com os servidores da Funai que atuam na região do Xingu.,True,Fonte oficial,https://www.gov.br/funai/pt-br/assuntos/noticias/2025/presidente-lula-reafirma-direitos-indigenas-em-visita-historica-a-regiao-do-xingu
"O Tribunal Superior Eleitoral usa algoritmos proprietários de cifração simétrica e assimétrica, de conhecimento exclusivo do TSE.",True,Fonte oficial,https://www.tse.jus.br/eleicoes/urna-eletronica/seguranca-da-urna/criptografia
"O boletim de urna é criptografado de forma segmentada, assinado digitalmente e transmitido.",True,Fonte oficial,https://www.tse.jus.br/eleicoes/urna-eletronica/seguranca-da-urna/criptografia
O Tribunal Superior Eleitoral não envia e-mails a eleitores para comunicar cancelamento de título eleitoral.,True,Fonte oficial,https://www.tse.jus.br/eleicoes/urna-eletronica/seguranca-da-urna/criptografia
"Cancelar Enviar feedback Carregando formulário Política de privacidade O Portal do TSE coleta dados (IP, acesso a links, sistema operacional e navegador), por meio de cookies ou dos navegadores.",True,Fonte oficial,https://www.tse.jus.br/eleicoes/urna-eletronica/seguranca-da-urna/criptografia
O sistema de totalização é a consolidação do resultado publicado na seção eleitoral (boletim de urna).,True,Fonte oficial,https://www.tse.jus.br/eleicoes/urna-eletronica/seguranca-da-urna/auditoria-da-totalizacao
A verificação pode ser feita pela comparação do Boletim de Urna (entrada) x Relatório de Voto por Seção (saída) .,True,Fonte oficial,https://www.tse.jus.br/eleicoes/urna-eletronica/seguranca-da-urna/auditoria-da-totalizacao
"Contingências de votação Esses procedimentos utilizam urnas e flash cards previamente preparados para esse fim e, em último caso, cédulas de votação em papel.",True,Fonte oficial,https://www.tse.jus.br/eleicoes/urna-eletronica/seguranca-da-urna/procedimentos-de-contingencia
"Utilização de urnas de contingência Na fase de preparação das urnas, na audiência de carga e lacre, algumas são preparadas para essa finalidade, são as urnas de contingência.",True,Fonte oficial,https://www.tse.jus.br/eleicoes/urna-eletronica/seguranca-da-urna/procedimentos-de-contingencia
Essas urnas são utilizadas para substituir aquelas que apresentarem defeitos durante a votação.,True,Fonte oficial,https://www.tse.jus.br/eleicoes/urna-eletronica/seguranca-da-urna/procedimentos-de-contingencia
"No ato da substituição, o flash card e o disquete de votação são transferidos da urna com defeito para essa urna, havendo dessa forma uma migração dos votos já registrados para a urna de contingência que é lacrada e passa a ser a urna da seção.",True,Fonte oficial,https://www.tse.jus.br/eleicoes/urna-eletronica/seguranca-da-urna/procedimentos-de-contingencia
Utilização de flash card de contingência Esse procedimento é utilizado quando a urna de contingência foi utilizada mas não resolveu o problema.,True,Fonte oficial,https://www.tse.jus.br/eleicoes/urna-eletronica/seguranca-da-urna/procedimentos-de-contingencia
"Consiste na utilização de um flash card previamente preparado para essa função, no processo de geração de mídias, em substituição ao flash card de votação da urna que apresentou problemas.",True,Fonte oficial,https://www.tse.jus.br/eleicoes/urna-eletronica/seguranca-da-urna/procedimentos-de-contingencia
"Votação manual Na situação em que a adoção da urna de contingência e do flash card de contingência não consiga sanar o problema, não resta outra alternativa a não ser adotar a votação manual por cédulas.",True,Fonte oficial,https://www.tse.jus.br/eleicoes/urna-eletronica/seguranca-da-urna/procedimentos-de-contingencia
"Contingências de apuração Esses procedimentos fazem uso de dois aplicativos desenvolvidos pelo TSE para esse fim: O Recuperador de Dados (RED) e o Sistema de Apuração (SA), também conhecido como Sistema de Voto Cantado (SVC).",True,Fonte oficial,https://www.tse.jus.br/eleicoes/urna-eletronica/seguranca-da-urna/procedimentos-de-contingencia
Utilização do Recuperador de Dados (RED) Para encerrar votação Esse procedimento é utilizado para encerrar a votação quando por falha operacional (o mesário desligou a urna sem executar a rotina de encerramento da votação).,True,Fonte oficial,https://www.tse.jus.br/eleicoes/urna-eletronica/seguranca-da-urna/procedimentos-de-contingencia
Nessa situação o RED gera um novo disquete a partir da urna originária.,True,Fonte oficial,https://www.tse.jus.br/eleicoes/urna-eletronica/seguranca-da-urna/procedimentos-de-contingencia
"Em primeiro lugar, antes de se iniciarem as votações, o presidente da mesa receptora de votos deverá emitir a chamada zerésima , relatório gerado após o procedimento de inicialização da urna em cada seção eleitoral.",True,Fonte oficial,https://www.tse.jus.br/eleicoes/historia/processo-eleitoral-brasileiro/votacao/votacao-segura
"A zerésima assegura que a urna está “zerada”, ou seja, que não há nenhum voto registrado nela.",True,Fonte oficial,https://www.tse.jus.br/eleicoes/historia/processo-eleitoral-brasileiro/votacao/votacao-segura
"Esse documento é assinado pelo presidente da mesa receptora, pelo primeiro secretário e pelos fiscais dos partidos políticos e das coligações que o desejarem.",True,Fonte oficial,https://www.tse.jus.br/eleicoes/historia/processo-eleitoral-brasileiro/votacao/votacao-segura
São impressas cinco vias obrigatórias do boletim de urna e até 15 vias adicionais.,True,Fonte oficial,https://www.tse.jus.br/eleicoes/historia/processo-eleitoral-brasileiro/votacao/votacao-segura
"O Código Eleitoral estabelece que a não expedição do boletim de urna imediatamente após o encerramento da votação, ressalvados os casos de defeito da urna, constitui crime.",True,Fonte oficial,https://www.tse.jus.br/eleicoes/historia/processo-eleitoral-brasileiro/votacao/votacao-segura
"Três vias são encaminhadas ao cartório eleitoral, juntamente com a ata da seção, e uma via é entregue aos representantes ou fiscais dos partidos políticos presentes.",True,Fonte oficial,https://www.tse.jus.br/eleicoes/historia/processo-eleitoral-brasileiro/votacao/votacao-segura
O Registro Digital do Voto (RDV) é o arquivo no qual os votos dos eleitores são registrados na urna.,True,Fonte oficial,https://www.tse.jus.br/eleicoes/historia/processo-eleitoral-brasileiro/votacao/votacao-segura
É a partir desse arquivo que o relatório zerésima – relatório que indica que a urna não possui votos registrados – é emitido.,True,Fonte oficial,https://www.tse.jus.br/eleicoes/historia/processo-eleitoral-brasileiro/votacao/votacao-segura
Também é sobre o RDV que o boletim de urna – relatório com a apuração dos votos da seção – é gerado.,True,Fonte oficial,https://www.tse.jus.br/eleicoes/historia/processo-eleitoral-brasileiro/votacao/votacao-segura
"O RDV é utilizado somente no encerramento da votação para gerar o boletim de urna e, assim, realizar o somatório dos votos de cada candidato ou legenda e o cômputo de votos nulos e em brancos.",True,Fonte oficial,https://www.tse.jus.br/eleicoes/historia/processo-eleitoral-brasileiro/votacao/votacao-segura
"Como o RDV preserva exatamente aquilo que o eleitor digitou, esse arquivo é um instrumento importante de auditoria e verificação da correta apuração de uma seção.",True,Fonte oficial,https://www.tse.jus.br/eleicoes/historia/processo-eleitoral-brasileiro/votacao/votacao-segura
"O registro do voto garante o seu sigilo : assim como numa urna de lona tradicional, na qual as cédulas de papel ficam embaralhadas impossibilitando a vinculação de cada cédula a um eleitor, no RDV cada voto é gravado numa posição aleatória do arquivo.",True,Fonte oficial,https://www.tse.jus.br/eleicoes/historia/processo-eleitoral-brasileiro/votacao/votacao-segura
"Em particular, o voto, em cada cargo, é armazenado numa posição diferente, não permitindo qualquer tipo de associação entre votos, tampouco a associação desses votos com a sequência de comparecimento dos eleitores.",True,Fonte oficial,https://www.tse.jus.br/eleicoes/historia/processo-eleitoral-brasileiro/votacao/votacao-segura
Aos partidos políticos e às coligações é permitida a obtenção de cópias dos arquivos de RDV de todas as urnas que julgarem necessárias.,True,Fonte oficial,https://www.tse.jus.br/eleicoes/historia/processo-eleitoral-brasileiro/votacao/votacao-segura
A transmissão dos dados após a votação também é segura.,True,Fonte oficial,https://www.tse.jus.br/eleicoes/historia/processo-eleitoral-brasileiro/votacao/votacao-segura
Os arquivos são transmitidos para os centros de processamento de dados dos tribunais regionais eleitorais.,True,Fonte oficial,https://www.tse.jus.br/eleicoes/historia/processo-eleitoral-brasileiro/votacao/votacao-segura
"Quando chegam ao computador que faz a totalização, eles passam por uma verificação de confiabilidade, que assegura que o resultado está íntegro e provém de uma urna eletrônica preparada pela Justiça Eleitoral.",True,Fonte oficial,https://www.tse.jus.br/eleicoes/historia/processo-eleitoral-brasileiro/votacao/votacao-segura
"Tais arquivos são verificados quanto à sua assinatura digital e, no caso de boletins de urna, decifrados com a chave de propriedade do software de totalização.",True,Fonte oficial,https://www.tse.jus.br/eleicoes/historia/processo-eleitoral-brasileiro/votacao/votacao-segura
É importante enfatizar também que não é a urna eletrônica que faz a transmissão dos dados.,True,Fonte oficial,https://www.tse.jus.br/eleicoes/historia/processo-eleitoral-brasileiro/votacao/votacao-segura
"Por segurança, as urnas, em momento algum (nem no período de preparação para as eleições, nem durante as votações ou na fase posterior) são conectadas a qualquer tipo de rede de comunicação externa.",True,Fonte oficial,https://www.tse.jus.br/eleicoes/historia/processo-eleitoral-brasileiro/votacao/votacao-segura
"Os mecanismos de segurança impedem interceptações, alterações ou ataque de hackers , conferindo-se, portanto, total confiabilidade aos resultados das eleições.",True,Fonte oficial,https://www.tse.jus.br/eleicoes/historia/processo-eleitoral-brasileiro/votacao/votacao-segura
Dia da eleição 1 - Quais documentos são necessários para votar?,True,Fonte oficial,https://www.tse.jus.br/eleicoes/eleicoes-2024-content/perguntas-frequentes-eleicoes-2024
"Tenha sempre em mãos seu título eleitoral, já que nele constam informações sobre a zona e a seção eleitoral.",True,Fonte oficial,https://www.tse.jus.br/eleicoes/eleicoes-2024-content/perguntas-frequentes-eleicoes-2024
"Se preferir, baixe o aplicativo e-Título (título de eleitor em meio digital, disponível para Android ou iOS ), que substitui documento oficial com foto.",True,Fonte oficial,https://www.tse.jus.br/eleicoes/eleicoes-2024-content/perguntas-frequentes-eleicoes-2024
"A votação será aberta a partir das 8h , considerando-se o horário de Brasília, com encerramento às 17h .",True,Fonte oficial,https://www.tse.jus.br/eleicoes/eleicoes-2024-content/perguntas-frequentes-eleicoes-2024
"O 1º turno do pleito está marcado para 6 de outubro e o 2º turno para o dia 27 de outubro ( caso necessário, em municípios com mais de 200 mil eleitoras e eleitores).",True,Fonte oficial,https://www.tse.jus.br/eleicoes/eleicoes-2024-content/perguntas-frequentes-eleicoes-2024
"Para consultar o local de votação , informe nome completo ou o número de CPF/título eleitoral, a data de nascimento e o nome da mãe.",True,Fonte oficial,https://www.tse.jus.br/eleicoes/eleicoes-2024-content/perguntas-frequentes-eleicoes-2024
"No dia 6 de outubro, data do primeiro turno das Eleições Municipais 2024, estarão em disputa os cargos de prefeito(a), vice-prefeito(a) e vereador(a).",True,Fonte oficial,https://www.tse.jus.br/eleicoes/eleicoes-2024-content/perguntas-frequentes-eleicoes-2024
"De acordo com a legislação eleitoral, primeiro você digita o voto para vereador(a) e, depois, para prefeito(a).",True,Fonte oficial,https://www.tse.jus.br/eleicoes/eleicoes-2024-content/perguntas-frequentes-eleicoes-2024
"O número a ser digitado na urna eletrônica para vereador(a) é composto por cinco dígitos e, para prefeito(a), dois dígitos.",True,Fonte oficial,https://www.tse.jus.br/eleicoes/eleicoes-2024-content/perguntas-frequentes-eleicoes-2024
Acesse o simulador de votação e treine para não errar!,True,Fonte oficial,https://www.tse.jus.br/eleicoes/eleicoes-2024-content/perguntas-frequentes-eleicoes-2024
"Ele é entregue no dia da votação, pelo(a) mesário(a) da seção eleitoral em que o eleitor ou eleitora votou.",True,Fonte oficial,https://www.tse.jus.br/eleicoes/eleicoes-2024-content/perguntas-frequentes-eleicoes-2024
O cadastro eleitoral está fechado desde 9 de maio e será reaberto em 5 de novembro .,True,Fonte oficial,https://www.tse.jus.br/eleicoes/eleicoes-2024-content/perguntas-frequentes-eleicoes-2024
"Nesse período, não é possível tirar o título, alterar dados, nem transferir o domicílio eleitoral.",True,Fonte oficial,https://www.tse.jus.br/eleicoes/eleicoes-2024-content/perguntas-frequentes-eleicoes-2024
1 - Como faço para solicitar segunda via do meu título de eleitor(a)?,True,Fonte oficial,https://www.tse.jus.br/eleicoes/eleicoes-2024-content/perguntas-frequentes-eleicoes-2024
"Se você quiser uma via impressa do seu título, pode solicitá-la no Cartório Eleitoral, imprimir pelo sistema Autoatendimento Eleitoral - Título Net , ou pelo aplicativo e-Título (disponível para smartphone e tablet nas plataformas iOS ou Android) .",True,Fonte oficial,https://www.tse.jus.br/eleicoes/eleicoes-2024-content/perguntas-frequentes-eleicoes-2024
2 - Como consultar o número do título eleitoral?,True,Fonte oficial,https://www.tse.jus.br/eleicoes/eleicoes-2024-content/perguntas-frequentes-eleicoes-2024
Acesse a página https://www.tse.jus.br/servicos-eleitorais/titulo-e-local-de-votacao/titulo-e-local-de-votacao e faça sua pesquisa.,True,Fonte oficial,https://www.tse.jus.br/eleicoes/eleicoes-2024-content/perguntas-frequentes-eleicoes-2024
"O eleitor e a eleitora que souberem seu local de votação podem votar sem o título, levando apenas um documento oficial com foto.",True,Fonte oficial,https://www.tse.jus.br/eleicoes/eleicoes-2024-content/perguntas-frequentes-eleicoes-2024
Você pode consultar sua situação eleitoral no site do TSE.,True,Fonte oficial,https://www.tse.jus.br/eleicoes/eleicoes-2024-content/perguntas-frequentes-eleicoes-2024
"A situação REGULAR significa que a inscrição eleitoral (título) está disponível para o exercício do voto e habilitada para a transferência, a revisão e a segunda via.",True,Fonte oficial,https://www.tse.jus.br/eleicoes/eleicoes-2024-content/perguntas-frequentes-eleicoes-2024
Não quer dizer que a eleitora ou o eleitor não possua débitos com a Justiça Eleitoral.,True,Fonte oficial,https://www.tse.jus.br/eleicoes/eleicoes-2024-content/perguntas-frequentes-eleicoes-2024
O conceito de regularidade da inscrição eleitoral (aptidão para o voto) não se confunde com o de quitação eleitoral (eleitor ou eleitora sem débitos).,True,Fonte oficial,https://www.tse.jus.br/eleicoes/eleicoes-2024-content/perguntas-frequentes-eleicoes-2024
"Para consultar se há débitos por ausências injustificadas às urnas ou aos trabalhos eleitorais, acesse Consulta débitos eleitorais .",True,Fonte oficial,https://www.tse.jus.br/eleicoes/eleicoes-2024-content/perguntas-frequentes-eleicoes-2024
"Na situação CANCELADA, a inscrição eleitoral (título) fica indisponível para o exercício do voto e somente habilitada para a transferência ou a revisão nos casos previstos na Resolução- TSE nº 23.659, de 2021.",True,Fonte oficial,https://www.tse.jus.br/eleicoes/eleicoes-2024-content/perguntas-frequentes-eleicoes-2024
O e-Título é um aplicativo móvel que permite obter a via digital do título eleitoral.,True,Fonte oficial,https://www.tse.jus.br/eleicoes/eleicoes-2024-content/perguntas-frequentes-eleicoes-2024
A via digital do título eleitoral que contenha fotografia pode ser utilizada como documento de identificação para votar.,True,Fonte oficial,https://www.tse.jus.br/eleicoes/eleicoes-2024-content/perguntas-frequentes-eleicoes-2024
"Para saber mais sobre o título eleitoral, acesse https://www.justicaeleitoral.jus.br/titulo-eleitoral/ Mesários(as) 1 - Como faço para trabalhar como mesário(a)?",True,Fonte oficial,https://www.tse.jus.br/eleicoes/eleicoes-2024-content/perguntas-frequentes-eleicoes-2024
